pedidos,casos,id_general,estado,organismo_informante,nro_de_expediente_interno,forma_del_pedido,punto_de_ingreso,sector_al_que_se_dirige_la_solicitud,isodatetime_fecha_de_recepcion_de_la_solicitud_por_el_organismo,fecha_de_recepcion_de_la_solicitud_por_el_organismo,isodatetime_fecha_de_recepcion_de_la_solicitud_por_el_enlace,fecha_de_recepcion_de_la_solicitud_por_el_enlace,perfil_del_solicitante,sintesis_de_la_solicitud,rubro_de_solicitud_de_informacion,sector_al_que_derivo_el_enlace_dentro_del_organismo,plazo_en_el_que_se_contesto_la_solicitud,forma_de_aviso_de_uso_de_la_prorroga_al_solicitante,condicion_de_respuesta,isodatetime_fecha_de_la_respuesta,fecha_de_la_respuesta,cargo_del_funcionario_que_firma_la_entrega_de_la_informacion
70.0,131,MED-2507/15,Cerrado en plazo,Ministerio de Educación,E 11878/15,Nota,Mesa General de entradas,Ministro,2015-06-04T00:00:00-03:00,6/4/2015,2015-06-04T00:00:00-03:00,6/4/2015,Particular,Cuál es el porcentaje dentro del presupuesto anual 2015 destinado a escuelas públicas?,Asignación de presupuesto,Dirección de Presupuesto,En el plazo de 20 días,Por carta,Brindó la información,2015-06-23T00:00:00-03:00,23/06/2015,Directora de presupuesto
70.0,132,MED-2508/15,Cerrado en plazo,Ministerio de Educación,E 11878/15,Nota,Mesa General de entradas,Ministro,2015-06-04T00:00:00-03:00,6/4/2015,2015-06-04T00:00:00-03:00,6/4/2015,Particular,Dentro de ese porcentaje cuanto se destina a escuelas públicas de educación especial?,Asignación de presupuesto,Dirección de Presupuesto,En el plazo de 20 días,Por carta,Brindó la información,2015-06-23T00:00:00-03:00,23/06/2015,Directora de presupuesto
70.0,133,MED-2509/15,Cerrado en plazo,Ministerio de Educación,E 11878/15,Nota,Mesa General de entradas,Ministro,2015-06-04T00:00:00-03:00,6/4/2015,2015-06-04T00:00:00-03:00,6/4/2015,Particular,Cuáles son los aspectos considerados dentro del presupuesto asignado para las escuelas públicas de educación especial?,Implementación de políticas públicas,Dirección Nacional de Políticas Socioeducativas,En el plazo de 20 días,Por carta,Brindó la información,2015-06-30T00:00:00-03:00,30/06/2015,Director nacional de políticas socioeducativas
70.0,134,MED-2510/15,Cerrado en plazo,Ministerio de Educación,E 11878/15,Nota,Mesa General de entradas,Ministro,2015-06-04T00:00:00-03:00,6/4/2015,2015-06-04T00:00:00-03:00,6/4/2015,Particular,Cual es el porcentaje que se utiliza para el mantenimiento edilicio de las escuelas públicas de educación especial?,Asignación de presupuesto,Dirección Nacional de Políticas Socioeducativas,En el plazo de 20 días,Por carta,Brindó la información,2015-06-30T00:00:00-03:00,30/06/2015,Director nacional de políticas socioeducativas
71.0,135,MED-2497/15,Cerrado en plazo,Ministerio de Educación,E 12672/15,Formulario Voluntario de Solicitud de Información,Mesa General de entradas,Ninguno,2015-06-15T00:00:00-03:00,6/15/2015,2015-06-15T00:00:00-03:00,6/15/2015,Particular,Presupuesto destinado para escuelas primarias y secundarias del país,Asignación de presupuesto,Dirección de Presupuesto,en el plazo de 10 días,,Brindó la información,2015-06-25T00:00:00-03:00,25/06/2015,Directora de presupuesto
71.0,136,MED-2498/15,Cerrado en plazo,Ministerio de Educación,E 12672/15,Formulario Voluntario de Solicitud de Información,Mesa General de entradas,Ninguno,2015-06-15T00:00:00-03:00,6/15/2015,2015-06-15T00:00:00-03:00,6/15/2015,Particular,Cantidad de aulas digitales que hay en el país,Implementación de políticas públicas,Secretaría de Educación,en el plazo de 10 días,,Brindó la información,2015-06-25T00:00:00-03:00,25/06/2015,Asesor Secretaría de Educación
72.0,137,MED-2511/15,Cerrado en plazo,Ministerio de Educación,E 18139/15,Nota,Mesa General de entradas,,2015-08-31T00:00:00-03:00,8/31/2015,2015-08-31T00:00:00-03:00,8/31/2015,Particular,"Situación educativa de los barrios Las Tunas, Pacheco y Partido de Tigre y porcentajes de personas alfabetizadas, no alfabetizadas, con secundario completo e incompleto según censo del 2010","Información Estadística, Informes, Estudios e Investigaciones Oficiales",,en el plazo de 10 días,,Brindó la información,2015-09-02T00:00:00-03:00,02/09/2015,Coordinador Unidad de Gestión de Documentación - Secretaría de Educación
73.0,138,MED-2512/15,Cerrado en plazo,Ministerio de Educación,E 19001/15,Nota,Mesa General de entradas,Subsecretaría de Equidad y Calidad,2015-09-04T00:00:00-03:00,9/4/2015,2015-09-04T00:00:00-03:00,9/4/2015,Fundación,"Tasa de promoción efectiva de mujeres adolescentes madres y embarazadas (entre 10 y 19 años) a nivel nacional y desagregado por provincia para los períodos interanuales 1012/2013, 2013/2014 y 2014/2015","Información Estadística, Informes, Estudios e Investigaciones Oficiales",Dirección Nacional de Información y Evaluación de la Calidad Educativa,en el plazo de 10 días,,Brindó la información,2015-09-17T00:00:00-03:00,17/09/2015,Directora de Información Estadística Educativa
73.0,139,MED-2513/15,Cerrado en plazo,Ministerio de Educación,E 19001/15,Nota,Mesa General de entradas,Subsecretaría de Equidad y Calidad,2015-09-04T00:00:00-03:00,9/4/2015,2015-09-04T00:00:00-03:00,9/4/2015,Fundación,"Tasa de repitencia de mujeres adolescentes madres y embarazadas (entre 10 y 19 años) a nivel nacional y desagregado por provincia para los períodos interanuales 1012/2013, 2013/2014 y 2014/2015","Información Estadística, Informes, Estudios e Investigaciones Oficiales",Dirección Nacional de Información y Evaluación de la Calidad Educativa,en el plazo de 10 días,,Brindó la información,2015-09-17T00:00:00-03:00,17/09/2015,Directora de Información Estadística Educativa
73.0,140,MED-2514/15,Cerrado en plazo,Ministerio de Educación,E 19001/15,Nota,Mesa General de entradas,Subsecretaría de Equidad y Calidad,2015-09-04T00:00:00-03:00,9/4/2015,2015-09-04T00:00:00-03:00,9/4/2015,Fundación,"Tasa de abandono interanual de mujeres adolescentes madres y embarazadas (entre 10 y 19 años) a nivel nacional y desagregado por provincia para los períodos interanuales 1012/2013, 2013/2014 y 2014/2015","Información Estadística, Informes, Estudios e Investigaciones Oficiales",Dirección Nacional de Información y Evaluación de la Calidad Educativa,en el plazo de 10 días,,Brindó la información,2015-09-17T00:00:00-03:00,17/09/2015,Directora de Información Estadística Educativa
73.0,141,MED-2515/15,Cerrado en plazo,Ministerio de Educación,E 19001/15,Nota,Mesa General de entradas,Subsecretaría de Equidad y Calidad,2015-09-04T00:00:00-03:00,9/4/2015,2015-09-04T00:00:00-03:00,9/4/2015,Fundación,"Porcentaje de sobreedad de mujeres adolescentes madres y embarazadas (entre 10 y 19 años) a nivel nacional y desagregado por provincia para los períodos interanuales 1012/2013, 2013/2014 y 2014/2015","Información Estadística, Informes, Estudios e Investigaciones Oficiales",Dirección Nacional de Información y Evaluación de la Calidad Educativa,en el plazo de 10 días,,Brindó la información,2015-09-17T00:00:00-03:00,17/09/2015,Directora de Información Estadística Educativa
73.0,142,MED-2516/15,Cerrado en plazo,Ministerio de Educación,E 19001/15,Nota,Mesa General de entradas,Subsecretaría de Equidad y Calidad,2015-09-04T00:00:00-03:00,9/4/2015,2015-09-04T00:00:00-03:00,9/4/2015,Fundación,"Tasa de escolarización de mujeres adolescentes madres y embarazadas (entre 10 y 19 años) a nivel nacional y desagregado por provincia para los períodos interanuales 1012/2013, 2013/2014 y 2014/2015","Información Estadística, Informes, Estudios e Investigaciones Oficiales",Dirección Nacional de Información y Evaluación de la Calidad Educativa,en el plazo de 10 días,,Brindó la información,2015-09-17T00:00:00-03:00,17/09/2015,Directora de Información Estadística Educativa
74.0,143,MED-2517/15,Abierto,Ministerio de Educación,E 20564/15,Nota,Mesa General de entradas,Ministro,2015-09-24T00:00:00-03:00,9/24/2015,2015-09-24T00:00:00-03:00,9/24/2015,ONG,"Información sobre el destino dado a los Manuales ""Educación Ambiental: ideas y propuestas para docentes"" cuya impresión y distribución fue anunciada por este Ministerio en abril de 2011""",Implementación de políticas públicas,Dirección Nacional de Gestión Educativa,,,Pendiente,,,
75.0,144,MED-2518/15,Abierto,Ministerio de Educación,Act-ME-SE-4221/15 ,Nota,Mesa General de entradas,Ministro,2015-08-26T00:00:00-03:00,8/26/2015,2015-08-26T00:00:00-03:00,8/26/2015,Senador/Diputado u otro cargo electo,"Detalle del listado de centros CAI en cada provincia, cantidad de beneficiarios y nivel de ejecución presupuestaria del programa para agosto de 2015",Implementación de políticas públicas,Dirección Nacional de Políticas Socioeducativas,,,Pendiente,,,
76.0,145,MED-2519/15,Abierto,Ministerio de Educación,Act-ME-SE-4222/15 ,Nota,Mesa General de entradas,Ministro,2015-08-26T00:00:00-03:00,8/26/2015,2015-08-26T00:00:00-03:00,8/26/2015,Senador/Diputado u otro cargo electo,"Detalle del listado de centros CAJ en cada provincia, cantidad de beneficiarios y nivel de ejecución presupuestaria del programa para agosto de 2015",Implementación de políticas públicas,Dirección Nacional de Políticas Socioeducativas,,,Pendiente,,,
77.0,146,MED-2520/15,Abierto,Ministerio de Educación,E 21633/15,Nota,Mesa General de entradas,,2015-10-06T00:00:00-03:00,10/6/2015,2015-10-06T00:00:00-03:00,10/6/2015,Apoderada,"Presupuesto asignado para los años 2013, 2014 y 2015, desagregado por año, al Programa Nacional de Educación Sexual Integral",Asignación de presupuesto,Programa Nacional de Educación Sexual Integral,,,Pendiente,,,
77.0,147,MED-2521/15,Abierto,Ministerio de Educación,E 21633/15,Nota,Mesa General de entradas,,2015-10-06T00:00:00-03:00,10/6/2015,2015-10-06T00:00:00-03:00,10/6/2015,Apoderada,"Presupuesto ejecutado para los años 2013, 2014 y 2015, desagregadpo por año, por el Programa Nacional de Educación Sexual Integral",Asignación de presupuesto,Programa Nacional de Educación Sexual Integral,,,Pendiente,,,
77.0,148,MED-2522/15,Abierto,Ministerio de Educación,E 21633/15,Nota,Mesa General de entradas,,2015-10-06T00:00:00-03:00,10/6/2015,2015-10-06T00:00:00-03:00,10/6/2015,Apoderada,"Recursos asignados/ejecutados a los que se asigno el presupuesto para los años 2013, 2014 y 2015 para el Programa Nacional de Educación Sexual Integral",Implementación de políticas públicas,Secretaría de Políticas Universitarias,,,Pendiente,,,
78.0,149,MED-2523/15,Abierto,Ministerio de Educación,E 22991/15,Formulario Voluntario de Solicitud de Información,Mesa General de entradas,,2015-10-26T00:00:00-03:00,10/26/2015,2015-10-26T00:00:00-03:00,10/26/2015,Particular,"Información y datos acerca de ingresos a las nuevas universidades al 2011. Egresados al día de hoy. Universidades: Avellaneda, Florencio Varela, Merlo, las inauguradas en 2011.","Información Estadística, Informes, Estudios e Investigaciones Oficiales",Secretaría de Políticas Universitarias,,,Pendiente,,,
78.0,150,MED-2524/15,Abierto,Ministerio de Educación,E 22991/15,Formulario Voluntario de Solicitud de Información,Mesa General de entradas,,2015-10-26T00:00:00-03:00,10/26/2015,2015-10-26T00:00:00-03:00,10/26/2015,Particular,"Información y estadísticas acerca de ingreso a las nuevas universidades al 2011 de estudiantes extranjeros. Egresados extranjeros al día de hoy. Universidades: Avellaneda, Florencio Varela, Merlo, las inauguradas en 2011.","Información Estadística, Informes, Estudios e Investigaciones Oficiales",,,,Pendiente,,,
79.0,151,SIGE 01/2015,Cerrado en plazo,SIGEN,699/2015,Nota,Mesa General de entradas,Sindicatura G. de la Nación,2015-03-18T00:00:00-03:00,3/18/2015,2015-03-18T00:00:00-03:00,3/18/2015,Particular,"Informe de Auditoría ""Sistema de Cooperación Técnica y Financiera"" - Ministerio de Justicia y Derechos Humanos, de fecha diciembre 2015","Control, Auditoría, Denuncias",Gerencia de Asuntos Jurídicos,En el plazo de 10 días,,Brindó la información,2015-04-07T00:00:00-03:00,07/04/2015,Secretaría General
80.0,152,SIGE 02/2015,Cerrado en plazo,SIGEN,773/2015,Nota,Mesa General de entradas,Sindicatura G. de la Nación,2015-03-26T00:00:00-03:00,3/26/2015,2015-03-26T00:00:00-03:00,3/26/2015,Particular,Copia Memorando N° 100/94 del Sindico General de la Nacion,Normativa/ documentos oficiales,Gerencia de Asuntos Jurídicos,En el plazo de 10 días,,Brindó la información,2015-04-07T00:00:00-03:00,07/04/2015,Secretaría General
81.0,153,SIGE 01/2015,Cerrado en plazo,SIGEN,1354/2015,Nota,Mesa General de entradas,Sindicatura G. de la Nación,2015-05-14T00:00:00-03:00,5/14/2015,2015-05-14T00:00:00-03:00,5/14/2015,Medios de comunicación,Informes de Auditoria  Precios Testigo y Donaciones y Expropiaciones de la Direccion Nacional de Vialidad,"Control, Auditoría, Denuncias",Gerencia de Asuntos Jurídicos,En el plazo de 10 días,,Brindó la información,2015-06-01T00:00:00-03:00,01/06/2015,Secretaría General
81.0,154,SIGE 01/2015,Cerrado en plazo,SIGEN,1354/2015,Nota,Mesa General de entradas,Sindicatura G. de la Nación,2015-05-14T00:00:00-03:00,5/14/2015,2015-05-14T00:00:00-03:00,5/14/2015,Medios de comunicación,Informes de Auditoria y Evaluacion de los Sistemas de Gestión y de Control Interno Año 2013 Dirección Nacional de Vialidad,"Control, Auditoría, Denuncias",Gerencia de Asuntos Jurídicos,En el plazo de 10 días,,Derivada a otro organismo,2015-06-01T00:00:00-03:00,01/06/2015,Secretaría General
82.0,155,SIGE 02/2015,Cerrado en plazo,SIGEN,1356/2015,Nota,Mesa General de entradas,Sindicatura G. de la Nación,2015-05-14T00:00:00-03:00,5/14/2015,2015-05-14T00:00:00-03:00,5/14/2015,Medios de comunicación, Informes de Auditoria y Evaluación de los Sistemas de Gestión y Control Interno Año 2013 Ministerio de Relaciones y Culto,"Control, Auditoría, Denuncias",Gerencia de Asuntos Jurídicos,En el plazo de 10 días,,Brindó la información,2015-06-01T00:00:00-03:00,01/06/2015,Secretaría General
83.0,156,SIGE 03/2015,Cerrado en plazo,SIGEN,1359/2015,Nota,Mesa General de entradas,Sindicatura G. de la Nación,2015-05-14T00:00:00-03:00,5/14/2015,2015-05-14T00:00:00-03:00,5/14/2015,Medios de comunicación, Informes de Auditoria y Evaluación de los Sistemas de Gestión y Control Interno Servicio Penitenciario Federal,"Control, Auditoría, Denuncias",Gerencia de Asuntos Jurídicos,En el plazo de 10 días,,Derivada a otro organismo,2015-06-01T00:00:00-03:00,01/06/2015,Secretaría General
84.0,157,SIGE 04/2015,Cerrado en plazo,SIGEN,1404/2015,Nota,Mesa General de entradas,Sindicatura G. de la Nación,2015-05-19T00:00:00-03:00,5/19/2015,2015-05-19T00:00:00-03:00,5/19/2015,Senador/Diputado u otro cargo electo,"APN incumplimiento articulo 8° de la Ley  22,431 y artículo 8 de la Resolución SGP N° 56/2010",Políticas de Recursos Humanos,Gerencia de Asuntos Jurídicos,En el plazo de 10 días,,Brindó la información,2015-05-28T00:00:00-03:00,28/05/2015,Secretaría General
85.0,158,SIGE 01/2015,Cerrado en plazo,SIGEN,1685/2015,Nota,Mesa General de entradas,Sindicatura G. de la Nación,2015-06-11T00:00:00-03:00,6/11/2015,2015-06-11T00:00:00-03:00,6/11/2015,Particular,Copia contrato firmado entre la ANAC y la firma INVAP SE año 2010 por provisión de 11 radares secundarios tipo RSMA en el marco del Decreto N° 1407/2004,Actuaciones administrativas,Gerencia de Asuntos Jurídicos,En el plazo de 10 días,,No se entregó por inexistencia de información (art 5),2015-06-25T00:00:00-03:00,25/06/2015,Secretaría General
86.0,159,SIGE 02/2015,Cerrado en plazo,SIGEN,1706/2015,Nota,Mesa General de entradas,Sindicatura G. de la Nación,2015-06-12T00:00:00-03:00,6/12/2015,2015-06-12T00:00:00-03:00,6/12/2015,Particular,Información vinculada con Papel Prensa S.A.. Evolución del precio de papel diario en los ultimos 35 años; producción de papel diario de Papel Prensa ,"Información Estadística, Informes, Estudios e Investigaciones Oficiales",Gerencia de Asuntos Jurídicos,En el plazo de 10 días,,No se entregó por inexistencia de información (art 5),2015-06-26T00:00:00-03:00,26/06/2015,Secretaría General
87.0,160,SIGE 03/2015,Cerrado en plazo,SIGEN,1813/2015,Nota,Mesa General de entradas,Sindicatura G. de la Nación,2015-06-19T00:00:00-03:00,6/19/2015,2015-06-19T00:00:00-03:00,6/19/2015,Particular,Informes de Situacion Empresaria de ENARSA 2007 y 2014 y de CAMMESA  años  2007; 2008 y 2014 e Informe Auditoria CAMMESA año 2007,"Control, Auditoría, Denuncias",Gerencia de Asuntos Jurídicos,En el plazo de 10 días,,Denegó por excepción Art16.F,2015-07-03T00:00:00-03:00,03/07/2015,Secretaría General
